,1,2,3,4,5,6,7,8,9,10,11,12
10307,60.42201834862385,57.33009708737864,101.55944055944056,115.86713286713287,74.115,55.067961165048544,66.38082191780822,113.31652661064426,163.85267857142858,0,0,0
10308,35.42238267148014,52.588235294117645,95.98954703832753,83.38461538461539,57.903614457831324,72.0630472854641,60.98089171974522,129.76182136602452,247.52229299363057,0,0,0
10309,54.706935123042506,64.29955947136564,97.35074626865672,73.24853801169591,90.55274261603375,93.86021505376344,91.88438438438439,150.0025873221216,245.50209790209792,0,0,0
10310,34.3402489626556,48.2004662004662,71.27676240208878,65.57980456026058,66.97614678899083,65.46255506607929,97.36028368794327,136.89172932330828,201.0811965811966,0,0,0
10312,38.82097186700767,48.34191702432046,92.50379362670714,84.5366568914956,70.15309842041312,101.58700882117081,103.06143896523848,126.1045045045045,257.81040268456377,0,0,0
10314,37.95682730923695,53.91616161616162,67.40818181818182,88.47635933806147,96.90576923076924,78.87421383647799,97.43316654753396,116.62669962917181,206.28319783197833,0,0,0
83,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0
11354,44.023977433004234,69.40652818991099,73.42232277526395,98.48007246376811,100.59470752089136,109.22622107969151,246.27467300832342,200.6424528301887,319.389486260454,0,0,0
11355,39.9610538373425,60.66789667896679,81.23889555822329,89.0845588235294,120.5206847360913,137.68639053254438,166.37301587301587,248.7864906832298,302.7319034852547,0,0,0
11356,21.68430335097002,39.70549084858569,45.094949494949496,78.6266318537859,79.4199066874028,66.75,186.06542056074767,145.1454918032787,303.2050997782705,0,0,0
11357,29.225609756097562,64.61570247933884,91.7699805068226,110.06637168141593,114.86053882725832,87.98104265402844,165.00369913686805,161.69821567106283,315.0911983032874,0,0,0
11358,25.03157894736842,53.55795677799607,99.56435643564356,75.12694300518135,100.41746031746031,117.12586445366529,143.17916666666667,214.4253938832252,337.8783422459893,0,0,0
11359,0.0,0.0,0.0,1.0,89.55555555555556,0.0,748.4,51.333333333333336,14.75,0,0,0
11360,30.16,73.44444444444444,91.94871794871794,43.906882591093115,81.5421686746988,154.09049773755657,365.0514705882353,157.23659305993692,645.180412371134,0,0,0
11361,42.973995271867615,72.1142061281337,68.72467532467533,119.7622641509434,152.97007481296757,121.13034623217922,163.85787671232876,179.9318181818182,408.3476764199656,0,0,0
11362,44.26315789473684,91.63414634146342,84.77514792899409,156.2741935483871,223.28934010152284,108.87387387387388,209.8352490421456,210.30526315789473,415.42123287671234,0,0,0
11363,47.765306122448976,65.98809523809524,89.11881188118812,212.1359223300971,183.10588235294117,245.9699248120301,455.8066666666667,184.01282051282053,784.1818181818181,0,0,0
11364,48.06837606837607,74.47678018575851,103.06143344709898,125.02409638554217,169.33333333333334,98.03669724770643,202.16144975288304,176.15824915824916,362.99195171026156,0,0,0
11365,29.00619834710744,50.72950819672131,65.75573770491803,67.77665995975855,79.42622950819673,106.3957503320053,115.95121951219512,123.30837988826816,257.3943990665111,0,0,0
11366,13.618257261410788,23.521897810218977,31.788659793814432,36.73853211009175,25.247761194029852,33.055399061032865,89.71151984511133,48.99144736842105,88.54617676266137,0,0,0
11367,40.62282878411911,120.408,84.50627615062761,122.3076923076923,97.99391480730223,81.04401408450704,71.76909413854352,195.22622107969153,308.7142857142857,0,0,0
11368,24.518370607028753,52.266299357208446,58.33720930232558,52.4519427402863,64.29133409350057,56.577338129496404,90.70821256038647,93.42040816326531,171.95789912463528,0,0,0
11369,28.26793248945148,57.32911392405063,88.02277904328018,225.1476923076923,152.9926335174954,111.08955223880596,58.205804749340366,146.58701787394168,194.72394043528064,0,0,0
11370,28.140350877192983,46.182119205298015,77.21369863013699,117.87748344370861,122.23115577889448,53.23518518518519,87.35714285714286,132.2920592193809,195.7059800664452,0,0,0
11371,76.5,11.5,0.0,4.5,504.0,270.75,0.0,24.0,787.0,0,0,0
11372,42.06203473945409,69.3203007518797,75.79915433403805,71.23629719853837,54.55195911413969,80.55886243386243,47.50113895216401,170.0392927308448,209.30188679245282,0,0,0
11373,32.97032151690025,60.032730404823425,77.45962264150944,80.3572343149808,69.34504792332268,78.53405017921148,82.99006622516556,124.42137660884164,274.6293375394322,0,0,0
11374,36.606473594548554,62.45676998368678,70.30600292825768,67.51676528599606,120.92774566473989,95.62140575079871,140.9267955801105,167.92570036540803,228.4051144010767,0,0,0
11375,45.714859437751,74.81326781326781,86.77015643802648,91.87132867132867,83.82247191011236,79.65625,135.1779197080292,164.6704067321178,267.7852852852853,0,0,0
11377,31.22608695652174,66.67483506126295,67.22439893143365,68.8535447761194,85.49044166117336,64.05047143649473,52.33656588705077,117.17746228926353,206.4824038982133,0,0,0
11378,19.612179487179485,46.57222222222222,56.1042216358839,65.90280065897858,107.6421568627451,73.54485363550519,71.93609360936094,129.56112852664577,295.92188708430007,0,0,0
11379,23.943683409436833,51.320284697508896,70.3273703041145,93.36643026004728,69.51308139534883,112.42145593869732,93.36678614097968,110.71375116931712,344.8744635193133,0,0,0
11385,29.695551257253385,45.214596003475236,53.63227638428774,52.1063829787234,76.63124560168895,86.60567925137141,92.31134792626727,109.49038167938932,209.41857423152388,0,0,0
11411,43.09561752988048,73.09442060085837,71.06666666666666,63.888888888888886,168.7265917602996,73.44845360824742,66.44255319148937,164.52246256239602,217.36017897091722,0,0,0
11412,41.483193277310924,68.06776180698152,90.57611241217799,123.02997275204359,85.95761078998073,113.81731784582894,146.58700440528634,169.89331075359866,321.1640903686088,0,0,0
11413,37.61355311355312,63.4375,87.72,127.28869047619048,197.26105263157893,66.03471444568869,101.40518962075848,125.50203748981255,269.794923857868,0,0,0
11414,33.29565217391304,79.43642611683849,60.72757475083056,100.92727272727272,128.10817307692307,58.82918739635158,81.86296900489397,141.46445497630333,253.80555555555554,0,0,0
11415,38.21329639889197,90.1,95.1300578034682,30.25968992248062,37.59229208924949,91.12713936430318,120.1375,205.02678571428572,346.6008230452675,0,0,0
11416,34.54851485148515,69.11780821917809,44.59670781893004,59.01261829652997,99.12224108658744,55.46304044630404,45.76587301587302,142.3765306122449,192.7883295194508,0,0,0
11417,25.39739413680782,47.769616026711184,62.70717131474104,140.7507331378299,115.11940298507463,45.05527123848516,92.72355289421158,190.18649045521292,191.15636042402826,0,0,0
11418,39.11724137931034,80.60370994940978,62.16842105263158,66.5478841870824,129.47258485639688,82.84057971014492,74.2819089900111,174.56312769010043,246.68693508627774,0,0,0
11419,28.362779740871613,45.54555808656036,45.051575931232094,87.07339449541284,99.83778801843317,61.98412698412698,51.50131061598952,150.8654214559387,179.49025069637884,0,0,0
11420,24.530364372469634,45.87374461979914,57.47600518806745,110.91586998087953,136.46096256684493,72.20680453635757,52.45436766623207,158.73384763741564,276.9029003783102,0,0,0
11421,26.117969821673526,54.1355421686747,95.32748538011695,65.60849772382397,84.37704918032787,127.21560574948666,40.89710827168796,114.062423500612,181.30390143737165,0,0,0
11422,40.54635761589404,70.48630136986301,65.2,130.8398058252427,156.10479041916167,84.17028985507247,68.61740331491713,162.19235364396656,261.5505124450952,0,0,0
11423,31.382022471910112,63.18131868131868,87.00882352941177,116.17,102.2280701754386,113.85560675883256,125.4514705882353,153.83264887063655,250.52416918429003,0,0,0
11426,43.094674556213015,91.05294117647058,105.65865384615384,108.53623188405797,218.88412017167383,171.86349206349206,163.38584474885846,194.40325497287523,342.2879746835443,0,0,0
11427,45.10580204778157,79.35023041474655,89.89787234042554,180.548,123.66135458167331,167.44688644688645,83.14327485380117,213.65688073394494,360.17875647668393,0,0,0
11428,30.159362549800797,51.609375,53.52873563218391,48.00617283950617,243.16058394160584,161.55867346938774,145.82197802197803,183.36967632027256,362.84684684684686,0,0,0
11429,36.883720930232556,84.09608540925267,66.61111111111111,78.09375,117.71161048689139,74.775,74.84859154929578,151.01544943820224,241.33737024221455,0,0,0
11430,35.82608695652174,278.63703703703703,529.574074074074,1288.6592592592592,1625.27868852459,1300.25,141.40625,172.8,494.11764705882354,0,0,0
11432,38.21995192307692,67.09543010752688,92.15119047619048,113.58191126279864,127.67065217391304,81.74300254452926,87.36773255813954,151.60190136660725,276.8187331536388,0,0,0
11433,34.497307001795335,53.23601398601399,63.70092024539877,99.95771144278606,128.74388489208633,80.93720712277414,131.5151763740771,145.15247964470763,199.65680473372782,0,0,0
11434,35.203994293865904,77.16160220994475,76.89117291414752,104.05697151424287,109.27582292849036,85.59625090122567,133.52890365448505,142.40035481963335,299.9506578947368,0,0,0
11435,38.17700258397933,54.54022988505747,86.98759305210918,65.05152979066023,92.26002055498458,75.45658914728682,88.79888268156425,139.35756385068763,278.5794995964487,0,0,0
11436,39.804154302670625,47.691029900332225,56.04037267080745,92.53403141361257,108.24083769633508,88.93288590604027,144.33607907742999,137.64829106945976,251.687125748503,0,0,0
10451,40.80357142857143,70.25082508250826,77.67087276550998,86.18259224219489,89.28833551769331,182.1797513321492,79.48862559241707,98.67647058823529,107.3118503118503,0,0,0
10452,41.16290212183436,113.16923076923077,100.6636690647482,60.44539614561028,107.12023191943851,196.07651126477805,85.63127162629758,86.87755102040816,95.4842664487127,0,0,0
10453,44.46159420289855,99.30605670103093,113.70622119815668,71.0021770682148,120.21906841339155,152.64072742651723,53.354902826855124,83.07342657342657,106.67639155470249,0,0,0
10454,43.43435980551053,84.4669887278583,79.65584415584415,128.73127229488705,115.04054054054055,170.85303514376997,95.98617511520737,94.89903181189489,123.04485776805252,0,0,0
10455,42.41393442622951,79.52906110283159,79.4950248756219,61.99147381242388,84.61497326203208,138.4016990291262,96.93640493186243,102.09409190371991,115.64234875444839,0,0,0
10456,34.36081871345029,86.45856353591161,88.87883771929825,79.61121049493143,153.03967611336031,174.06913508822677,99.20286085825748,112.34453441295547,125.11313717364277,0,0,0
10457,51.48896690070211,74.17,81.14063195371607,68.82905516111414,126.00748727163821,136.14021479713603,61.58891454965358,67.1043590990115,112.39681966028189,0,0,0
10458,43.38846945778998,82.05355976485957,110.19794050343249,89.21327683615819,136.6439283986454,205.4936236391913,116.89776817854572,126.25382848392037,100.82671829622458,0,0,0
10459,37.87173396674584,97.53890489913545,99.68235294117648,100.6855614973262,152.63291139240508,233.7045822102426,153.70612980769232,138.01930501930502,147.4761575673808,0,0,0
10460,41.41332263242376,73.10454155955442,99.0563973063973,83.76944704779757,143.463661971831,195.13621384108384,82.25076804915514,124.05658852061438,105.37658536585366,0,0,0
10461,38.556042031523646,81.63920454545455,103.20550458715596,83.14488348530902,130.3409090909091,162.03189227498228,101.56899810964083,140.01405481377373,205.20263591433277,0,0,0
10462,38.3469387755102,66.21798780487805,68.61328790459966,66.46159217877096,111.12114285714286,194.95184426229508,84.6816091954023,105.04006586169045,160.65361645653616,0,0,0
10463,33.17926045016077,62.05541125541126,78.41136363636363,57.87769230769231,71.78202479338843,86.87654320987654,75.70608108108108,112.446875,138.14774671990872,0,0,0
10464,27.0188679245283,39.3304347826087,88.83495145631068,27.51219512195122,76.99579831932773,111.33962264150944,55.851694915254235,177.62847222222223,219.59731543624162,0,0,0
10465,31.29310344827586,44.0,76.07509386733416,56.68421052631579,74.33816863100634,96.84639498432603,73.98100743187449,142.90959409594095,143.25809822361546,0,0,0
10466,51.31923076923077,102.63727121464227,82.964316057774,16.754830113257828,28.829481095974284,48.08671845154718,30.385466507177032,23.593350103904626,22.26274578040717,0,0,0
10467,44.73692307692308,104.09526315789473,141.68333333333334,70.60829015544041,150.62382671480145,231.38932752518377,158.4375190027364,147.9585626416316,149.4599329109206,0,0,0
10468,45.17554479418886,70.10296904611498,104.92697466467958,60.37573385518591,104.42189198985139,121.46369975389663,86.79631014709548,109.00682852807284,103.78373242113265,0,0,0
10469,36.785788923719956,67.72067039106145,80.43103448275862,92.74053295932679,133.01102629346903,133.63800623052958,142.76679340937895,124.01143168209036,172.43955223880596,0,0,0
10470,58.90714285714286,106.72554347826087,96.57854406130268,45.370370370370374,151.75517890772127,138.4878444084279,136.28416485900217,132.25227272727273,149.6046511627907,0,0,0
10471,22.58296943231441,54.902654867256636,85.61675126903553,65.21846153846154,90.9,66.68235294117648,75.38765432098765,97.03518518518518,179.40975609756097,0,0,0
10472,34.774501300954036,65.16296928327645,85.22777777777777,101.8915547024952,137.26896149358225,165.9776148205326,85.8483782727628,69.10755336617406,93.771476698484,0,0,0
10473,33.62060889929742,55.05035971223022,68.41891891891892,53.52738853503185,70.2516507703595,81.51612903225806,74.96481126039667,85.08036253776434,91.19617834394904,0,0,0
10474,42.53900709219858,86.02816901408451,115.14615384615385,119.66468842729971,120.12606473594549,201.63919129082427,182.2795275590551,134.65531914893617,139.52391304347827,0,0,0
10475,40.31147540983606,65.97942386831275,66.93656716417911,67.99585062240664,123.94311377245509,138.5808823529412,166.0574412532637,137.42716049382716,94.69392523364486,0,0,0
10020,40.8,32.12,33.21739130434783,0.0,271.6666666666667,487.11764705882354,54.166666666666664,69.22222222222223,11.181818181818182,0,0,0
11001,51.51063829787234,70.3170731707317,85.36170212765957,13.478260869565217,338.675,71.41975308641975,93.19,116.5625,459.18055555555554,0,0,0
11004,44.34939759036145,59.54838709677419,152.8939393939394,69.41666666666667,443.7586206896552,149.59259259259258,179.86475409836066,265.1807228915663,339.27667984189725,0,0,0
11005,25.0,0.0,9.0,7.0,0.0,7.333333333333333,106.0,299.25,0.2,0,0,0
10000,33.333333333333336,58.666666666666664,116.2,0.5,1.5416666666666667,13.142857142857142,85.6470588235294,86.57894736842105,44.1578947368421,0,0,0
10001,42.255384615384614,48.395973154362416,95.37164750957854,147.01522842639594,190.58139534883722,138.01607347876003,53.289612676056336,85.94154488517745,91.71120689655173,0,0,0
10002,39.44388185654009,62.16692546583851,73.98235765838011,56.210669077757686,98.68095768374165,99.0350444225074,108.17018072289157,104.2889935256033,87.6324354657688,0,0,0
10003,40.55758683729433,58.52517985611511,81.55729676787463,102.46471226927252,163.3542039355993,195.1994382022472,106.33018867924528,118.76556184316895,144.5951293759513,0,0,0
10004,18.29056603773585,36.492063492063494,140.94957983193277,73.92307692307692,149.09278350515464,127.71929824561404,69.74683544303798,80.34210526315789,198.80392156862746,0,0,0
10005,11.879350348027842,37.04220779220779,66.68217054263566,118.5505617977528,232.00900900900902,250.3577981651376,84.65322580645162,93.5072463768116,105.38888888888889,0,0,0
10006,19.785714285714285,32.49230769230769,68.85416666666667,212.52727272727273,89.765625,152.27848101265823,53.85436893203884,183.20792079207922,86.26315789473684,0,0,0
10007,17.330434782608695,42.212814645308924,77.52173913043478,140.30409356725147,190.71354166666666,103.15196078431373,96.03846153846153,182.47747747747746,159.0441176470588,0,0,0
10009,32.247252747252745,62.177800616649535,61.995049504950494,42.97695852534562,66.59960422163589,99.5475651189128,118.72685185185185,78.19464285714285,110.40727532097004,0,0,0
10010,46.52757793764988,78.31159420289855,75.27079934747145,82.36853448275862,204.91965811965812,96.79251700680273,109.11056105610561,112.45104333868379,126.13153961136024,0,0,0
10011,38.85570890840653,74.64644970414201,86.26125,102.02276176024279,144.46378504672896,157.70441458733205,152.33503575076608,135.1547248182762,109.61896080218779,0,0,0
10012,37.60680529300567,55.368515205724506,89.3114406779661,113.13720316622691,155.02877697841726,154.24117647058824,129.498322147651,145.230876216968,183.56306892067622,0,0,0
10013,42.263492063492066,56.3252427184466,103.06426332288402,93.54656862745098,85.58277027027027,151.22734761120265,99.9727047146402,107.10094212651413,86.91322901849217,0,0,0
10014,51.30365659777424,60.91772151898734,107.14695945945945,116.77393617021276,98.27433628318585,139.037109375,109.41118421052632,147.08755760368663,197.47065592635212,0,0,0
10016,36.333333333333336,52.26988636363637,67.84894613583138,84.86816269284712,171.5984555984556,162.31213307240705,112.53876739562624,123.97183098591549,183.44819985304923,0,0,0
10017,42.625786163522015,57.58860759493671,107.06589147286822,238.37943262411346,308.5044776119403,180.62237762237763,169.5830115830116,164.4858934169279,173.56846473029046,0,0,0
10018,40.408496732026144,44.359683794466406,122.77099236641222,121.45662100456622,343.8732394366197,167.19607843137254,71.30050505050505,74.47262773722628,86.98852772466539,0,0,0
10019,43.17689161554192,60.54702702702703,80.02424749163879,134.38382541720154,57.7306753458096,180.72831423895255,89.45632653061224,83.50339110776187,98.20709219858156,0,0,0
11040,40.0,32.84615384615385,100.65116279069767,179.21052631578948,448.85185185185185,194.48936170212767,110.38235294117646,129.16058394160584,154.825,0,0,0
10021,44.533527696793,90.4820143884892,90.21130952380952,118.95081967213115,124.3438202247191,180.96649916247907,155.81336405529953,139.45833333333334,298.03412073490813,0,0,0
10022,39.02996254681648,71.70498084291188,92.87391304347825,214.8641975308642,186.13717693836978,191.80038022813687,124.37295081967213,163.2294776119403,151.15242494226328,0,0,0
10023,36.02890932982917,62.11922503725783,90.49583333333334,109.22068965517241,95.05290322580645,123.32574031890661,84.37514124293786,92.73908523908524,135.15066828675577,0,0,0
10024,41.301840490797545,75.42819148936171,95.68778979907265,97.648,87.2503008423586,153.0968152866242,142.32096069868996,120.43287435456111,84.24296675191816,0,0,0
10025,47.075229357798165,77.75973409306742,81.03958828186856,89.2463295269168,53.8983268983269,158.52856479331166,130.4350811485643,144.90875462392108,97.67899761336515,0,0,0
10026,30.777929155313352,80.43920972644376,77.78423236514523,47.641379310344824,41.15230312035661,80.34830508474576,91.31049654305468,114.67410983705491,69.1447135262847,0,0,0
10027,44.05114155251142,60.2392523364486,91.78183292781833,49.392568659127626,71.7459062676454,96.72291378515445,138.62349869451697,144.83820754716982,107.56555269922879,0,0,0
10028,44.7450110864745,93.99575371549894,98.15505617977529,79.77441077441077,41.70560190703218,100.32126696832579,105.99876084262701,90.63466334164589,175.52325581395348,0,0,0
10029,37.78838582677165,69.7703213610586,61.96494156928214,51.658852061438964,54.234042553191486,84.66677145551714,116.38214599824099,91.37666325486182,126.29982768523837,0,0,0
10030,53.62047244094488,65.60267111853088,88.61588330632091,30.81404958677686,68.11053180396246,104.90426829268293,221.21527777777777,163.75131717597472,183.73710073710075,0,0,0
10031,44.73349056603774,78.01558654634947,72.77522616562283,35.207697412076975,68.06442347148133,107.46846388606308,89.1882183908046,104.74451303155007,101.066091954023,0,0,0
10032,35.63096168881939,73.48890714872638,65.67055393586006,43.223674655047205,60.3741554054054,76.46454870608036,74.02092370502679,71.32954545454545,170.62965964343599,0,0,0
10033,41.91752577319588,76.75337533753375,76.80714767363452,51.57748917748918,53.31428571428572,135.58259325044406,97.51626984126985,76.02065321805956,181.92943898207056,0,0,0
10034,34.409578270192995,62.76400298730396,88.45648464163823,54.85658914728682,30.3473379210431,69.55614115490376,54.38755074424898,41.21232876712329,91.69109535066981,0,0,0
10035,43.4062015503876,75.94019933554817,83.09178082191781,78.45969773299748,96.94016227180528,167.26941580756014,157.3250965250965,107.33646209386282,111.07188841201717,0,0,0
10036,43.853989813242784,80.95266272189349,135.79928315412187,192.021484375,137.579185520362,155.8315649867374,85.01876675603218,131.41635220125787,116.49110807113543,0,0,0
10037,56.322683706070286,51.88212927756654,70.32300884955752,35.687344913151364,30.63975155279503,97.84475806451613,154.9128919860627,147.82509505703422,75.63844086021506,0,0,0
10038,15.203478260869565,31.58018018018018,67.903073286052,81.52352941176471,48.526901669758814,108.09978768577494,94.33771106941839,84.41578947368421,137.3827160493827,0,0,0
10039,41.89174311926605,113.54222972972973,88.2065063649222,39.986918604651166,60.023419203747075,155.45926589077888,138.36926889714994,141.32030505243088,118.86759581881533,0,0,0
10040,30.29316338354577,54.65288356909684,54.441879637262986,33.76699029126213,25.30095080611823,68.53413751507841,35.71294559099437,50.998795180722894,136.08805790108565,0,0,0
10041,0.3333333333333333,0.0,513.5,0.0,0.0,9.333333333333334,116.5,24.5,17.666666666666668,0,0,0
10044,42.5625,13.333333333333334,128.25,26.155555555555555,40.34285714285714,174.10416666666666,89.0,126.53571428571429,232.68421052631578,0,0,0
10045,35.0,1.0,288.0,0.0,0.6666666666666666,0.0,0.0,0.0,306.3333333333333,0,0,0
10048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0
10055,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,230.0,0,0,0
10065,42.90342679127726,82.6264367816092,89.08754208754209,126.86229508196722,116.67655786350149,172.67251461988303,92.05730659025788,138.955,138.81043956043956,0,0,0
10069,58.22222222222222,110.57692307692308,105.08,41.21739130434783,48.064516129032256,107.41935483870968,78.71428571428571,67.34782608695652,63.18181818181818,0,0,0
10075,49.97767857142857,128.3771043771044,111.78228782287823,86.76651982378854,355.18119266055044,187.59312320916905,179.9947780678851,179.1392857142857,204.95578231292518,0,0,0
11101,35.35401157981803,44.98378839590443,60.047082906857725,63.618885096700794,87.33702882483371,55.858097686375324,52.492323980942295,124.96689147762109,144.04236718224612,0,0,0
11102,34.49353049907579,41.419259259259256,74.11650485436893,64.35440931780366,89.14809384164222,71.15399610136453,72.87365010799137,133.01012145748987,211.76195773081201,0,0,0
11103,27.294723294723294,62.8665749656121,54.381084840055635,65.63685152057245,73.19497487437187,63.970338983050844,58.44444444444444,169.76556776556777,312.66285119667015,0,0,0
11104,41.93886462882096,88.89710610932475,105.0,62.49875311720698,77.96842105263158,57.19039451114923,98.89107142857142,212.87728026533998,189.6885758998435,0,0,0
11105,37.16448598130841,58.763888888888886,59.23183925811438,73.3744557329463,72.78688524590164,61.343698854337156,57.99744245524297,155.07085828343313,287.2511671335201,0,0,0
11106,35.09591474245116,52.46140651801029,70.32591414944356,58.817094017094014,94.52249637155298,55.35490196078431,113.4294670846395,169.8664563617245,215.76168224299064,0,0,0
11109,26.4,136.25,76.41666666666667,26.235294117647058,3.0403225806451615,7.54,4.7228260869565215,6.524038461538462,27.23846153846154,0,0,0
10103,0.0,28.142857142857142,0.0,1694.0,0.0,0.0,0.0,31.666666666666668,2.5,0,0,0
10105,102.66666666666667,0.0,43.666666666666664,0.0,1.75,2159.0,69.0,0.0,4.333333333333333,0,0,0
10106,0.0,1.0,59.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10107,0.0,0.0,18.363636363636363,0.0,21.0,0.0,0.0,2.0,0.0,0,0,0
10110,12.0,89.5,0.0,1243.0,0.0,0.0,2.0,0.0,0.0,0,0,0
10111,0.0,0.0,1.0,360.5,0.0,0.0,3.0,995.0,0.0,0,0,0
10112,0.0,0.0,816.0,43.0,0.0,24.0,1.5,425.0,145.66666666666666,0,0,0
10115,0.0,0.0,171.0,0.0,352.0,0.0,0.0,387.77777777777777,0.0,0,0,0
10118,100.2,11.0,29.833333333333332,2122.0,0.0,635.0,30.333333333333332,34.5,0.0,0,0,0
10119,125.25,20.0,22.0,870.5,7.5,1.0,2.95,3.6666666666666665,6.545454545454546,0,0,0
10120,5.333333333333333,10.0,78.66666666666667,2.8333333333333335,841.3333333333334,0.0,78.0,92.375,0.0,0,0,0
10121,21.333333333333332,158.77777777777777,580.4545454545455,745.5625,856.25,697.5714285714286,13.5,201.5,131.6153846153846,0,0,0
10122,0.0,0.0,89.0,0.0,1151.0,0.0,39.333333333333336,0.0,0.0,0,0,0
10123,6.4,2.25,0.0,0.0,0.0,1.5,6.0,0.0,0.0,0,0,0
10128,50.92918454935622,94.06605922551253,91.42669172932331,84.11663807890223,65.41384615384615,179.3174019607843,129.43219076005963,157.14690265486726,158.3854351687389,0,0,0
10151,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0
10152,16.0,21.5,168.0,0.0,0.0,2228.0,0.0,0.0,11.0,0,0,0
10153,0.0,0.0,0.0,0.0,0.0,48.5,65.28571428571429,0.0,0.0,0,0,0
10154,3.0,0.0,33.333333333333336,0.0,0.0,757.6666666666666,550.0,24.5,0.0,0,0,0
11691,42.84224965706447,76.61842105263158,108.43291139240506,90.5697074010327,106.50126262626263,154.61468646864685,139.86522911051213,212.31300448430494,453.02196652719664,0,0,0
11692,41.98206278026906,64.96666666666667,90.58333333333333,78.30456852791878,155.8929889298893,147.92291666666668,66.79145728643216,197.53221288515405,723.4890965732087,0,0,0
11693,53.798507462686565,46.346456692913385,53.72872340425532,62.83734939759036,43.83966244725738,45.10335917312661,88.37614678899082,114.96153846153847,247.93225806451613,0,0,0
11694,40.94158075601374,107.8556338028169,113.8828125,105.49517684887459,77.80478821362799,60.388961892247046,44.91111111111111,81.11650485436893,255.01632653061225,0,0,0
11695,11.0,0.0,0.0,28.625,475.6666666666667,12.5,2.8333333333333335,23.0,16.0,0,0,0
10155,4.0,0.0,35.0,760.5,0.0,1.0,0.0,0.0,0.0,0,0,0
11697,328.6666666666667,299.3333333333333,15.6,16.5,159.1818181818182,70.96551724137932,52.98,190.64285714285714,190.85,0,0,0
10162,14.0,0.0,10.0,0.0,0.0,0.0,35.416666666666664,27.0,0.0,0,0,0
10158,0.0,0.0,24.0,1570.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10165,2.0,358.75,0.0,0.0,0.0,971.0,63.0,0.0,0.0,0,0,0
10166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10167,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0
10168,2.0,259.25,101.75,221.33333333333334,1087.5,0.0,0.0,0.0,4.0,0,0,0
10169,7.388888888888889,1.9166666666666667,6.0256410256410255,18.25,8.176470588235293,6.84,8.346938775510203,11.89622641509434,4.117021276595745,0,0,0
10170,121.0,25.0,0.0,0.0,0.0,15.5,21.0,93.72727272727273,0.0,0,0,0
10171,127.0,0.0,23.0,0.0,33.0,0.0,0.0,0.0,22.0,0,0,0
10172,16.0,0.0,25.666666666666668,0.0,0.0,0.0,143.0,0.0,0.0,0,0,0
10173,47.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,8.0,0,0,0
